# alpha_SZ_0 SZ_comp0_0 SZ_comp1_0 kappa_SPT alpha_opt_0 opt_comp0_0 opt_comp1_0 alpha_SZ_z alpha_SZ_lam SZ_comp0_z SZ_comp0_lam SZ_comp1_z SZ_comp1_lam alpha_opt_z alpha_opt_lam opt_comp0_z opt_comp0_lam opt_comp1_z opt_comp1_lam alpha_X_0 alpha_X_z alpha_X_lam X_comp0_0 X_comp0_z X_comp0_lam X_comp1_0 X_comp1_z X_comp1_lam
9.1504e-01 5.5545e-03 1.0850e-01 8.7085e-01 8.8704e-01 1.8968e-04 1.3393e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.5483e-01 2.3069e-03 1.2663e-01 1.1182e+00 9.1905e-01 2.0369e-03 9.9878e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9.4344e-01 3.8526e-03 9.7180e-02 9.7734e-01 8.6712e-01 6.2385e-03 1.4988e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9.7889e-01 2.0857e-03 1.2289e-01 8.9960e-01 7.7472e-01 3.3610e-03 1.3022e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9.6422e-01 1.2986e-02 1.4110e-01 8.8156e-01 8.2200e-01 9.4776e-04 1.2712e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.3403e-01 3.6224e-04 1.4024e-01 1.0252e+00 9.9905e-01 1.0399e-02 7.9494e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
7.5377e-01 1.2591e-03 5.8319e-02 8.2337e-01 8.3697e-01 3.9594e-03 1.3761e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
7.8966e-01 2.6425e-03 1.1711e-01 9.6666e-01 8.8076e-01 2.5866e-03 4.1124e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.6027e-01 3.9263e-04 1.3309e-01 8.4730e-01 8.7461e-01 2.9334e-03 1.1813e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.1829e-01 1.9112e-05 1.4440e-01 1.0702e+00 8.2775e-01 5.7418e-03 1.7499e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
7.8319e-01 9.9299e-04 1.3247e-01 1.0914e+00 8.3038e-01 3.9274e-04 1.0711e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.2996e-01 7.2375e-03 1.3486e-01 9.3328e-01 9.8608e-01 4.6018e-03 9.2204e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.1938e-01 2.2463e-03 1.3406e-01 1.0934e+00 9.9534e-01 9.2505e-03 7.2900e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.8111e-01 5.2366e-03 5.7434e-02 1.0026e+00 8.1838e-01 5.7483e-03 1.3872e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.1194e-01 1.0113e-02 1.1950e-01 1.0315e+00 9.8865e-01 4.6107e-03 1.1245e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.4393e-01 1.0804e-03 1.4274e-01 8.5694e-01 9.3975e-01 1.0771e-02 4.1148e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9.0940e-01 7.8752e-03 8.2869e-02 1.0090e+00 8.3168e-01 5.0472e-04 1.2583e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9.7517e-01 7.7232e-03 7.5674e-03 1.0229e+00 7.9188e-01 8.0749e-03 1.2377e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9.9403e-01 6.1520e-03 1.4273e-01 9.7523e-01 7.9033e-01 9.8682e-03 1.2338e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.5425e-01 7.7878e-03 1.1418e-01 8.7306e-01 9.4484e-01 5.5386e-03 1.2941e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.9337e-01 1.9101e-03 1.2942e-02 8.8670e-01 8.0622e-01 5.5134e-03 1.3876e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
7.8897e-01 3.8144e-03 6.1640e-02 9.0252e-01 8.9590e-01 3.9573e-03 1.6761e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9.6066e-01 9.6381e-04 9.4998e-02 9.6044e-01 8.6188e-01 1.9459e-04 1.3814e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
7.4867e-01 1.1575e-03 1.2682e-01 8.9800e-01 9.4898e-01 1.5486e-03 3.3727e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.8366e-01 4.0970e-03 1.1971e-01 1.1131e+00 8.9777e-01 3.2854e-03 1.3144e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
7.9977e-01 6.6645e-03 1.3208e-01 1.0143e+00 7.2558e-01 1.9326e-03 1.9975e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9.0674e-01 1.8271e-03 1.2815e-01 8.8934e-01 8.4928e-01 9.8018e-04 9.7973e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.2659e-01 5.8648e-03 1.4105e-01 8.9554e-01 8.2519e-01 5.2607e-03 1.9067e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9.2618e-01 1.9126e-03 1.1530e-01 9.2301e-01 8.8925e-01 1.9659e-03 1.3588e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
7.9661e-01 1.6824e-03 1.2261e-01 9.0090e-01 9.4698e-01 2.6293e-03 1.4907e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.3723e-01 1.1061e-02 1.2332e-01 9.2835e-01 8.6357e-01 5.2860e-03 5.0244e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
7.7102e-01 5.8417e-03 1.5311e-02 8.4255e-01 8.2187e-01 5.8887e-03 1.3258e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.0477e-01 7.1150e-03 1.3798e-01 9.8218e-01 9.8756e-01 2.1471e-03 8.9489e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.5249e-01 3.5711e-03 8.1222e-02 8.0700e-01 8.6586e-01 2.6195e-03 1.5779e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9.4695e-01 7.9519e-03 1.3463e-01 9.8013e-01 8.6636e-01 3.3136e-03 1.1674e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9.2177e-01 5.8997e-03 8.8845e-02 7.5950e-01 8.4636e-01 4.2305e-03 1.3633e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.1117e-01 2.7569e-03 8.4251e-02 7.7436e-01 8.9634e-01 6.9208e-03 1.3606e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.0634e-01 7.4249e-03 1.2160e-01 9.0630e-01 7.0720e-01 3.7613e-03 2.5171e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
7.8776e-01 8.4831e-03 1.1155e-01 9.4362e-01 9.9078e-01 5.3700e-03 1.9082e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9.1077e-01 1.2937e-02 1.0889e-01 8.8986e-01 8.8691e-01 1.8027e-03 1.4039e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.1656e-01 1.0297e-02 1.3263e-01 7.9679e-01 8.5026e-01 1.3774e-03 3.2603e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
7.6689e-01 6.6317e-05 6.0084e-02 1.0074e+00 9.0009e-01 2.8091e-03 1.5763e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9.7140e-01 7.9044e-03 4.0715e-02 9.4746e-01 8.3319e-01 1.0238e-02 1.2584e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.2464e-01 2.6411e-03 7.6781e-02 7.9361e-01 8.7953e-01 6.2530e-03 1.2976e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9.9091e-01 1.9910e-04 1.2101e-01 9.4141e-01 8.3707e-01 1.0559e-02 1.2984e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.2362e-01 8.7886e-03 1.2541e-01 8.8653e-01 7.8645e-01 6.1093e-03 1.6467e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.6776e-01 9.3253e-03 1.4862e-01 9.5910e-01 8.3584e-01 4.7396e-03 4.9799e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9.8531e-01 3.2966e-03 8.9665e-02 1.0817e+00 8.2556e-01 3.9045e-03 1.2355e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9.5295e-01 1.4626e-03 1.4450e-02 9.5754e-01 8.1646e-01 6.9966e-03 1.3936e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.2780e-01 5.9465e-03 1.2586e-01 1.0073e+00 7.1637e-01 4.4711e-03 1.8138e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.7925e-01 5.3386e-03 7.5550e-02 9.7052e-01 9.0271e-01 2.1352e-03 1.6728e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.3018e-01 2.3657e-03 1.4581e-01 1.0204e+00 6.9503e-01 3.4505e-03 2.4697e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9.9933e-01 3.7014e-03 1.1122e-01 9.2408e-01 7.9430e-01 9.8543e-03 1.3115e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.5492e-01 7.5485e-03 1.4877e-01 1.0177e+00 8.8617e-01 5.0687e-03 6.8707e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9.8126e-01 2.1303e-03 9.1228e-02 1.1254e+00 8.2357e-01 2.8308e-03 1.2646e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9.1745e-01 4.7911e-03 1.6000e-01 1.0040e+00 8.8951e-01 2.2362e-03 9.5233e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
7.4597e-01 5.4631e-03 2.1019e-02 8.8378e-01 8.2410e-01 8.8086e-03 1.2488e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.7913e-01 1.0189e-02 1.4593e-01 1.0132e+00 8.7417e-01 4.6752e-03 7.7601e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.3499e-01 4.6997e-03 1.3751e-01 9.7584e-01 6.0228e-01 2.7467e-03 1.1769e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.6899e-01 3.7232e-03 5.5794e-02 9.2241e-01 8.4197e-01 1.1992e-02 1.3692e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9.1006e-01 2.5120e-03 3.7760e-02 8.9179e-01 8.2144e-01 7.7379e-03 1.4331e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.0873e-01 5.2123e-03 8.9446e-03 8.2299e-01 8.0799e-01 1.7870e-03 1.3392e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.4860e-01 3.7958e-03 1.2922e-01 1.1100e+00 9.4060e-01 5.8535e-03 9.1200e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.6027e-01 4.2050e-03 1.4163e-01 7.8143e-01 8.7248e-01 1.1542e-02 6.4791e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.0948e-01 1.1750e-02 3.1352e-02 8.7855e-01 8.4442e-01 5.1646e-05 1.3992e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.2039e-01 9.1361e-03 9.3582e-02 9.3163e-01 9.3500e-01 6.2564e-03 1.4993e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.8126e-01 2.3038e-03 4.9634e-02 8.0299e-01 7.9594e-01 5.8230e-03 1.1751e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
7.9122e-01 8.8127e-03 1.2384e-01 7.4246e-01 8.8063e-01 1.7201e-03 4.5871e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9.1788e-01 5.4763e-03 1.0707e-01 1.0630e+00 8.5215e-01 2.6996e-03 1.3896e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9.6287e-01 2.8992e-03 1.2035e-01 1.0390e+00 8.4710e-01 7.1360e-03 1.1893e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.4679e-01 4.4119e-04 6.2230e-02 8.3429e-01 8.0107e-01 4.1652e-03 1.2220e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.9122e-01 4.3024e-03 1.5503e-01 7.6186e-01 7.7046e-01 2.7325e-03 6.8979e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.0742e-01 6.1402e-03 1.2535e-01 8.3851e-01 9.8743e-01 1.0819e-02 9.6873e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
7.9137e-01 6.4536e-03 1.3000e-01 8.8830e-01 9.9566e-01 1.0741e-02 2.9099e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9.5715e-01 3.7287e-04 7.9936e-02 1.0310e+00 8.1772e-01 4.3904e-04 1.2111e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9.4106e-01 4.6039e-03 1.0210e-01 9.6223e-01 8.5898e-01 4.9977e-03 1.4923e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
7.6396e-01 3.8608e-03 4.0101e-02 8.3007e-01 7.9953e-01 3.3276e-03 1.3451e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.9323e-01 2.2245e-03 3.3781e-02 7.8078e-01 7.9313e-01 1.0248e-02 1.2610e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
7.6571e-01 2.6506e-04 1.2609e-01 9.6611e-01 9.6875e-01 8.8111e-04 8.9569e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.2370e-01 6.0321e-03 1.3298e-01 9.2908e-01 5.3818e-01 8.4208e-03 6.9649e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.5405e-01 1.2338e-03 1.4441e-01 1.1580e+00 9.2083e-01 9.0761e-04 5.5700e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.5292e-01 8.6762e-03 1.3435e-01 1.0568e+00 9.6441e-01 9.1112e-04 6.2243e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.5671e-01 1.2150e-02 1.2924e-01 8.7276e-01 9.4549e-01 3.0725e-03 1.0863e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
7.9567e-01 3.4150e-03 1.2541e-01 1.1078e+00 9.8533e-01 4.2827e-03 5.7426e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9.9812e-01 6.6105e-03 5.1340e-02 8.7301e-01 8.2061e-01 1.2985e-03 1.3628e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9.0278e-01 8.1769e-03 6.7944e-02 7.5382e-01 8.4209e-01 6.4814e-03 1.3064e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
7.8550e-01 4.9958e-03 1.2412e-01 1.0353e+00 9.9107e-01 7.6659e-03 6.7984e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
7.8483e-01 5.2380e-03 1.3178e-01 8.8945e-01 7.8938e-01 7.2778e-03 1.2278e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8.4056e-01 2.7299e-03 1.5883e-02 1.0272e+00 8.3008e-01 9.5480e-03 1.2787e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9.3686e-01 1.4195e-03 4.8793e-02 1.1337e+00 8.5142e-01 3.3908e-03 1.3877e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
